user_id,product1,product2,onemsiz1,onemsiz2,onemsiz3
1,10258,196,1.0,0.8888888888888888,1.0
1,196,10258,0.8888888888888888,0.8888888888888888,1.0
1,12427,196,1.0,1.0,1.0
1,196,12427,1.0,1.0,1.0
1,25133,196,1.0,0.7777777777777778,1.0
1,196,25133,0.7777777777777778,0.7777777777777778,1.0
1,12427,10258,0.8888888888888888,0.8888888888888888,1.0
1,10258,12427,1.0,0.8888888888888888,1.0
1,25133,12427,1.0,0.7777777777777778,1.0
1,12427,25133,0.7777777777777778,0.7777777777777778,1.0
1,25133,10258,1.0,0.7777777777777778,1.125
1,10258,25133,0.875,0.7777777777777778,1.125
5,8518,11777,1.0,0.5,1.0
5,8518,26604,1.0,0.5,1.0
5,13988,11777,1.0,0.5,1.0
5,21413,11777,1.0,0.5,1.0
5,24535,11777,1.0,0.75,1.0
5,11777,24535,0.75,0.75,1.0
5,26604,11777,1.0,1.0,1.0
5,11777,26604,1.0,1.0,1.0
5,40706,11777,1.0,0.5,1.0
5,43693,11777,1.0,0.75,1.0
5,11777,43693,0.75,0.75,1.0
5,13988,26604,1.0,0.5,1.0
5,21413,26604,1.0,0.5,1.0
5,26604,24535,0.75,0.75,1.0
5,24535,26604,1.0,0.75,1.0
5,40706,26604,1.0,0.5,1.0
5,43693,26604,1.0,0.75,1.0
5,26604,43693,0.75,0.75,1.0
5,8518,24535,1.0,0.5,1.3333333333333333
5,8518,43693,1.0,0.5,1.3333333333333333
5,13988,24535,1.0,0.5,1.3333333333333333
5,13988,43693,1.0,0.5,1.3333333333333333
5,21413,24535,1.0,0.5,1.3333333333333333
5,21413,43693,1.0,0.5,1.3333333333333333
5,43693,24535,1.0,0.75,1.3333333333333333
5,24535,43693,1.0,0.75,1.3333333333333333
5,21413,8518,1.0,0.5,2.0
5,8518,21413,1.0,0.5,2.0
7,37602,17638,0.75,0.45,1.3636363636363635
7,17638,37602,0.8181818181818182,0.45,1.3636363636363635
7,40852,17638,0.7692307692307693,0.5,1.3986013986013988
7,17638,40852,0.9090909090909091,0.5,1.3986013986013988
7,40852,37602,0.8461538461538461,0.55,1.4102564102564104
7,37602,40852,0.9166666666666666,0.55,1.4102564102564104
10,28535,16797,0.75,0.6,0.9375
10,16797,28535,0.75,0.6,0.9375
10,30489,16797,0.75,0.6,0.9375
10,16797,30489,0.75,0.6,0.9375
10,46979,16797,0.75,0.6,0.9375
10,16797,46979,0.75,0.6,0.9375
10,47526,16797,0.75,0.6,0.9375
10,16797,47526,0.75,0.6,0.9375
10,46979,28535,0.75,0.6,0.9375
10,28535,46979,0.75,0.6,0.9375
10,46979,30489,0.75,0.6,0.9375
10,30489,46979,0.75,0.6,0.9375
10,47526,46979,0.75,0.6,0.9375
10,46979,47526,0.75,0.6,0.9375
10,28535,1529,0.75,0.6,1.25
10,1529,28535,1.0,0.6,1.25
10,30489,1529,0.75,0.6,1.25
10,1529,30489,1.0,0.6,1.25
10,46979,1529,0.75,0.6,1.25
10,1529,46979,1.0,0.6,1.25
10,47526,1529,0.75,0.6,1.25
10,1529,47526,1.0,0.6,1.25
10,28535,9339,0.75,0.6,1.25
10,9339,28535,1.0,0.6,1.25
10,30489,9339,0.75,0.6,1.25
10,9339,30489,1.0,0.6,1.25
10,46979,9339,0.75,0.6,1.25
10,9339,46979,1.0,0.6,1.25
10,47526,9339,0.75,0.6,1.25
10,9339,47526,1.0,0.6,1.25
10,28842,16797,1.0,0.6,1.25
10,16797,28842,0.75,0.6,1.25
10,40706,16797,1.0,0.6,1.25
10,16797,40706,0.75,0.6,1.25
10,28535,25931,0.75,0.6,1.25
10,25931,28535,1.0,0.6,1.25
10,30489,25931,0.75,0.6,1.25
10,25931,30489,1.0,0.6,1.25
10,46979,25931,0.75,0.6,1.25
10,25931,46979,1.0,0.6,1.25
10,47526,25931,0.75,0.6,1.25
10,25931,47526,1.0,0.6,1.25
10,28842,28535,1.0,0.6,1.25
10,28535,28842,0.75,0.6,1.25
10,30489,28535,1.0,0.8,1.25
10,28535,30489,1.0,0.8,1.25
10,31506,28535,1.0,0.6,1.25
10,28535,31506,0.75,0.6,1.25
10,40604,28535,1.0,0.6,1.25
10,28535,40604,0.75,0.6,1.25
10,40706,28535,1.0,0.6,1.25
10,28535,40706,0.75,0.6,1.25
10,47042,28535,1.0,0.6,1.25
10,28535,47042,0.75,0.6,1.25
10,47526,28535,1.0,0.8,1.25
10,28535,47526,1.0,0.8,1.25
10,30489,28842,0.75,0.6,1.25
10,28842,30489,1.0,0.6,1.25
10,47526,28842,0.75,0.6,1.25
10,28842,47526,1.0,0.6,1.25
10,31506,30489,1.0,0.6,1.25
10,30489,31506,0.75,0.6,1.25
10,40604,30489,1.0,0.6,1.25
10,30489,40604,0.75,0.6,1.25
10,40706,30489,1.0,0.6,1.25
10,30489,40706,0.75,0.6,1.25
10,47042,30489,1.0,0.6,1.25
10,30489,47042,0.75,0.6,1.25
10,47526,30489,1.0,0.8,1.25
10,30489,47526,1.0,0.8,1.25
10,46979,31506,0.75,0.6,1.25
10,31506,46979,1.0,0.6,1.25
10,47526,31506,0.75,0.6,1.25
10,31506,47526,1.0,0.6,1.25
10,46979,40604,0.75,0.6,1.25
10,40604,46979,1.0,0.6,1.25
10,47526,40604,0.75,0.6,1.25
10,40604,47526,1.0,0.6,1.25
10,47526,40706,0.75,0.6,1.25
10,40706,47526,1.0,0.6,1.25
10,47042,46979,1.0,0.6,1.25
10,46979,47042,0.75,0.6,1.25
10,47526,47042,0.75,0.6,1.25
10,47042,47526,1.0,0.6,1.25
10,9339,1529,1.0,0.6,1.6666666666666667
10,1529,9339,1.0,0.6,1.6666666666666667
10,25931,1529,1.0,0.6,1.6666666666666667
10,1529,25931,1.0,0.6,1.6666666666666667
10,31506,1529,1.0,0.6,1.6666666666666667
10,1529,31506,1.0,0.6,1.6666666666666667
10,40604,1529,1.0,0.6,1.6666666666666667
10,1529,40604,1.0,0.6,1.6666666666666667
10,47042,1529,1.0,0.6,1.6666666666666667
10,1529,47042,1.0,0.6,1.6666666666666667
10,25931,9339,1.0,0.6,1.6666666666666667
10,9339,25931,1.0,0.6,1.6666666666666667
10,31506,9339,1.0,0.6,1.6666666666666667
10,9339,31506,1.0,0.6,1.6666666666666667
10,40604,9339,1.0,0.6,1.6666666666666667
10,9339,40604,1.0,0.6,1.6666666666666667
10,47042,9339,1.0,0.6,1.6666666666666667
10,9339,47042,1.0,0.6,1.6666666666666667
10,31506,25931,1.0,0.6,1.6666666666666667
10,25931,31506,1.0,0.6,1.6666666666666667
10,40604,25931,1.0,0.6,1.6666666666666667
10,25931,40604,1.0,0.6,1.6666666666666667
10,47042,25931,1.0,0.6,1.6666666666666667
10,25931,47042,1.0,0.6,1.6666666666666667
10,40706,28842,1.0,0.6,1.6666666666666667
10,28842,40706,1.0,0.6,1.6666666666666667
10,40604,31506,1.0,0.6,1.6666666666666667
10,31506,40604,1.0,0.6,1.6666666666666667
10,47042,31506,1.0,0.6,1.6666666666666667
10,31506,47042,1.0,0.6,1.6666666666666667
10,47042,40604,1.0,0.6,1.6666666666666667
10,40604,47042,1.0,0.6,1.6666666666666667
13,27435,4210,0.8888888888888888,0.6666666666666666,0.9696969696969696
13,27086,4210,0.9166666666666666,0.9166666666666666,1.0
13,4210,27086,1.0,0.9166666666666666,1.0
13,27435,27086,1.0,0.75,1.0
13,27086,27435,0.75,0.75,1.0
14,8744,29509,1.0,0.6153846153846154,1.0
14,29509,23803,0.9230769230769231,0.9230769230769231,1.0
14,23803,29509,1.0,0.9230769230769231,1.0
14,8744,23803,1.0,0.6153846153846154,1.0833333333333333
17,17762,18534,0.76,0.48717948717948717,0.988
17,17762,7350,0.88,0.5641025641025641,1.04
17,18534,7350,0.9,0.6923076923076923,1.0636363636363637
17,7350,18534,0.8181818181818182,0.6923076923076923,1.0636363636363637
18,47546,36216,1.0,0.6666666666666666,1.2
18,36216,47546,0.8,0.6666666666666666,1.2
23,33819,3919,1.0,0.5,2.0
23,3919,33819,1.0,0.5,2.0
29,6128,49615,0.9,0.5,0.9529411764705883
29,36543,39170,0.9090909090909091,0.5555555555555556,0.9625668449197862
29,39185,39170,0.9090909090909091,0.5555555555555556,0.9625668449197862
29,48800,39170,0.9230769230769231,0.6666666666666666,0.9773755656108596
29,48800,49615,0.9230769230769231,0.6666666666666666,0.9773755656108596
29,39170,9875,0.8235294117647058,0.7777777777777778,0.988235294117647
29,9875,39170,0.9333333333333333,0.7777777777777778,0.988235294117647
29,49615,9875,0.8235294117647058,0.7777777777777778,0.988235294117647
29,9875,49615,0.9333333333333333,0.7777777777777778,0.988235294117647
29,49615,39170,0.9411764705882353,0.8888888888888888,0.9965397923875432
29,39170,49615,0.9411764705882353,0.8888888888888888,0.9965397923875432
29,6128,39170,1.0,0.5555555555555556,1.0588235294117647
29,36543,49615,1.0,0.6111111111111112,1.0588235294117647
29,39185,49615,1.0,0.6111111111111112,1.0588235294117647
29,36543,9875,0.9090909090909091,0.5555555555555556,1.0909090909090908
29,39185,9875,0.9090909090909091,0.5555555555555556,1.0909090909090908
29,48800,9875,0.9230769230769231,0.6666666666666666,1.1076923076923075
29,9875,48800,0.8,0.6666666666666666,1.1076923076923075
29,39185,36543,0.9090909090909091,0.5555555555555556,1.4876033057851241
29,36543,39185,0.9090909090909091,0.5555555555555556,1.4876033057851241
38,21709,14947,0.8571428571428571,0.5,1.0285714285714287
38,21709,27509,0.8571428571428571,0.5,1.0285714285714287
38,47209,27509,0.875,0.5833333333333334,1.05
38,27509,14947,0.9,0.75,1.08
38,14947,27509,0.9,0.75,1.08
38,13712,14947,1.0,0.5,1.2
38,26369,14947,1.0,0.5,1.2
38,31343,14947,1.0,0.5,1.2
38,32655,14947,1.0,0.5,1.2
38,47209,14947,1.0,0.6666666666666666,1.2
38,14947,47209,0.8,0.6666666666666666,1.2
38,47209,26369,0.75,0.5,1.5
38,26369,47209,1.0,0.5,1.5
38,21709,13712,0.8571428571428571,0.5,1.7142857142857142
38,13712,21709,1.0,0.5,1.7142857142857142
41,29180,28985,1.0,0.6,1.0
41,45104,28985,1.0,0.8,1.0
41,28985,45104,0.8,0.8,1.0
41,45104,29180,0.75,0.6,1.25
41,29180,45104,1.0,0.6,1.25
43,48205,24852,0.8333333333333334,0.45454545454545453,1.1458333333333333
47,24852,15120,1.0,0.6,1.6666666666666667
47,15120,24852,1.0,0.6,1.6666666666666667
52,46149,196,1.0,0.48148148148148145,1.9285714285714284
52,196,46149,0.9285714285714286,0.48148148148148145,1.9285714285714284
55,7413,4658,1.0,1.0,1.0
55,4658,7413,1.0,1.0,1.0
55,13328,4658,1.0,0.5714285714285714,1.0
55,13740,4658,1.0,0.5714285714285714,1.0
55,39491,4658,1.0,0.7142857142857143,1.0
55,13328,7413,1.0,0.5714285714285714,1.0
55,13740,7413,1.0,0.5714285714285714,1.0
55,39491,7413,1.0,0.7142857142857143,1.0
56,49273,29126,0.875,0.5833333333333334,1.3125000000000002
56,29126,49273,0.875,0.5833333333333334,1.3125000000000002
56,49273,36361,0.875,0.5833333333333334,1.3125000000000002
56,36361,49273,0.875,0.5833333333333334,1.3125000000000002
56,29126,25513,0.75,0.5,1.5
56,25513,29126,1.0,0.5,1.5
56,36361,25513,0.75,0.5,1.5
56,25513,36361,1.0,0.5,1.5
56,36361,29126,1.0,0.6666666666666666,1.5
56,29126,36361,1.0,0.6666666666666666,1.5
59,47719,24838,1.0,0.5,1.4285714285714286
64,44359,21903,0.8333333333333334,0.5,1.1904761904761905
64,44359,46969,0.8333333333333334,0.5,1.1904761904761905
64,44359,47209,0.8333333333333334,0.5,1.1904761904761905
64,30391,21903,0.8571428571428571,0.6,1.2244897959183674
64,21903,30391,0.8571428571428571,0.6,1.2244897959183674
64,46969,30391,0.8571428571428571,0.6,1.2244897959183674
64,30391,46969,0.8571428571428571,0.6,1.2244897959183674
64,47209,30391,0.8571428571428571,0.6,1.2244897959183674
64,30391,47209,0.8571428571428571,0.6,1.2244897959183674
64,36550,21903,1.0,0.5,1.4285714285714286
64,40723,21903,1.0,0.5,1.4285714285714286
64,46969,21903,1.0,0.7,1.4285714285714286
64,21903,46969,1.0,0.7,1.4285714285714286
64,47209,21903,1.0,0.7,1.4285714285714286
64,21903,47209,1.0,0.7,1.4285714285714286
64,40723,30391,1.0,0.5,1.4285714285714286
64,44359,30391,1.0,0.6,1.4285714285714286
64,30391,44359,0.8571428571428571,0.6,1.4285714285714286
64,36550,46969,1.0,0.5,1.4285714285714286
64,36550,47209,1.0,0.5,1.4285714285714286
64,40723,46969,1.0,0.5,1.4285714285714286
64,40723,47209,1.0,0.5,1.4285714285714286
64,47209,46969,1.0,0.7,1.4285714285714286
64,46969,47209,1.0,0.7,1.4285714285714286
64,44359,40723,0.8333333333333334,0.5,1.6666666666666667
64,40723,44359,1.0,0.5,1.6666666666666667
67,13176,196,0.9285714285714286,0.5416666666666666,1.1729323308270676
71,35108,117,0.7857142857142857,0.4782608695652174,0.9511278195488722
71,35108,48857,0.8571428571428571,0.5217391304347826,0.9857142857142858
71,42356,117,0.8461538461538461,0.4782608695652174,1.0242914979757085
71,18531,48857,0.9166666666666666,0.4782608695652174,1.0541666666666667
71,19730,48857,0.9166666666666666,0.4782608695652174,1.0541666666666667
71,42356,48857,0.9230769230769231,0.5217391304347826,1.0615384615384615
71,48857,117,0.9,0.782608695652174,1.0894736842105264
71,117,48857,0.9473684210526315,0.782608695652174,1.0894736842105264
71,22849,117,0.9166666666666666,0.4782608695652174,1.1096491228070176
71,22849,48857,1.0,0.5217391304347826,1.15
71,33754,48857,1.0,0.4782608695652174,1.1500000000000001
71,19730,117,1.0,0.5217391304347826,1.2105263157894737
72,38689,32553,1.0,1.0,1.0
72,32553,38689,1.0,1.0,1.0
79,3896,13176,1.0,0.5714285714285714,1.0
79,21137,13176,1.0,0.7142857142857143,1.0
79,32747,13176,1.0,0.7142857142857143,1.0
79,36550,13176,1.0,0.7142857142857143,1.0
79,45570,13176,1.0,0.7142857142857143,1.0
79,47209,13176,1.0,0.5714285714285714,1.0
79,32747,21137,0.8,0.5714285714285714,1.1199999999999999
79,21137,32747,0.8,0.5714285714285714,1.1199999999999999
79,36550,21137,0.8,0.5714285714285714,1.1199999999999999
79,21137,36550,0.8,0.5714285714285714,1.1199999999999999
79,36550,32747,0.8,0.5714285714285714,1.1199999999999999
79,32747,36550,0.8,0.5714285714285714,1.1199999999999999
79,45570,32747,0.8,0.5714285714285714,1.1199999999999999
79,32747,45570,0.8,0.5714285714285714,1.1199999999999999
79,32747,3896,0.8,0.5714285714285714,1.4
79,3896,32747,1.0,0.5714285714285714,1.4
79,45570,3896,0.8,0.5714285714285714,1.4
79,3896,45570,1.0,0.5714285714285714,1.4
80,4792,13176,1.0,0.5,1.0
80,13176,8710,0.8333333333333334,0.8333333333333334,1.0
80,8710,13176,1.0,0.8333333333333334,1.0
80,15842,13176,1.0,0.8333333333333334,1.0
80,13176,15842,0.8333333333333334,0.8333333333333334,1.0
80,47630,13176,1.0,0.9166666666666666,1.0
80,13176,47630,0.9166666666666666,0.9166666666666666,1.0
80,4792,47630,1.0,0.5,1.090909090909091
80,47630,8710,0.9090909090909091,0.8333333333333334,1.090909090909091
80,8710,47630,1.0,0.8333333333333334,1.090909090909091
80,47630,15842,0.9090909090909091,0.8333333333333334,1.090909090909091
80,15842,47630,1.0,0.8333333333333334,1.090909090909091
80,4792,8710,1.0,0.5,1.2
80,4792,15842,1.0,0.5,1.2
80,15842,8710,1.0,0.8333333333333334,1.2000000000000002
80,8710,15842,1.0,0.8333333333333334,1.2000000000000002
82,49235,13176,0.9,0.47368421052631576,1.2214285714285713
82,13575,13176,0.9333333333333333,0.7368421052631579,1.2666666666666666
82,13176,13575,1.0,0.7368421052631579,1.2666666666666666
82,38928,13575,1.0,0.47368421052631576,1.2666666666666666
82,49235,13575,1.0,0.5263157894736842,1.2666666666666666
82,38928,13176,1.0,0.47368421052631576,1.357142857142857
83,24157,16254,0.75,0.5,1.5
83,16254,24157,1.0,0.5,1.5
83,24157,20600,0.75,0.5,1.5
83,20600,24157,1.0,0.5,1.5
83,20600,16254,1.0,0.5,2.0
83,16254,20600,1.0,0.5,2.0
89,35951,8670,0.8181818181818182,0.45,1.1688311688311688
89,24964,8670,0.9,0.45,1.2857142857142858
89,35939,8670,1.0,0.45,1.4285714285714286
91,13176,1463,0.7777777777777778,0.4666666666666667,0.9722222222222223
91,8467,1463,0.8,0.5333333333333333,1.0
91,36606,1463,0.875,0.4666666666666667,1.09375
91,36606,13176,0.875,0.4666666666666667,1.4583333333333333
91,13176,36606,0.7777777777777778,0.4666666666666667,1.4583333333333333
95,45582,47626,1.0,0.5,1.1428571428571428
96,7054,24852,0.8888888888888888,0.5,1.0940170940170941
96,24852,5959,0.8461538461538461,0.6875,1.1282051282051282
96,5959,24852,0.9166666666666666,0.6875,1.1282051282051282
102,28842,24852,0.75,0.5,0.8999999999999999
102,4920,24852,1.0,0.5,1.2
102,28985,24852,1.0,0.5,1.2
102,45066,30720,1.0,0.5,2.0
102,30720,45066,1.0,0.5,2.0
108,17606,9284,0.75,0.5,1.125
108,9284,17606,0.75,0.5,1.125
108,44359,9284,0.75,0.5,1.125
108,9284,44359,0.75,0.5,1.125
108,44359,17606,0.75,0.5,1.125
108,17606,44359,0.75,0.5,1.125
108,44359,4658,0.75,0.5,1.5
108,4658,44359,1.0,0.5,1.5
108,46667,17721,1.0,0.5,2.0
108,17721,46667,1.0,0.5,2.0
109,31553,23803,1.0,0.6666666666666666,1.5
109,23803,31553,1.0,0.6666666666666666,1.5
109,45862,23803,1.0,0.6666666666666666,1.5
109,23803,45862,1.0,0.6666666666666666,1.5
109,45862,31553,1.0,0.6666666666666666,1.5
109,31553,45862,1.0,0.6666666666666666,1.5
110,40310,24852,0.75,0.45,0.9375000000000001
110,39928,24852,0.8181818181818182,0.45,1.0227272727272727
110,37646,24852,0.9090909090909091,0.5,1.1363636363636365
114,10749,18465,1.0,0.5,1.0
114,10749,21903,1.0,0.5,1.0
114,10749,39877,1.0,0.5,1.0
114,18465,13176,0.75,0.75,1.0
114,13176,18465,1.0,0.75,1.0
114,21903,13176,0.75,0.75,1.0
114,13176,21903,1.0,0.75,1.0
114,39877,13176,0.75,0.75,1.0
114,13176,39877,1.0,0.75,1.0
114,17794,18465,1.0,0.5,1.0
114,17794,21903,1.0,0.5,1.0
114,17794,39877,1.0,0.5,1.0
114,21903,18465,1.0,1.0,1.0
